"mreference","class_field","subclass","event","eventnumberinyear","speciesscientific","speciescommon","datefound","datecertainty","latitudewgs84","longitudewgs84","sex","length","lengthuncertain","conditionfound","examinationlevel","Year","Source","DateFound","Month","Day"
"M511/17","Cetacean","Harbour porpoise","Single",511,"Phocoena phocoena","Harbour porpoise","2017-11-06","Exact",58.33078766,-6.692942142,"F",154,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-11-06,"11","06"
"M517/17","Cetacean","Harbour porpoise","Single",517,"Phocoena phocoena","Harbour porpoise","2017-11-08","Exact",56.91671753,-6.160169125,"U",118,FALSE,"advanced decomposition (code 4)","sampled","2017","Modern",2017-11-08,"11","08"
"M516/17","Cetacean","Harbour porpoise","Single",516,"Phocoena phocoena","Harbour porpoise","2017-11-08","Exact",56.54328918,-6.742647171,"M",143,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-11-08,"11","08"
"M521/17","Cetacean","Harbour porpoise","Single",521,"Phocoena phocoena","Harbour porpoise","2017-11-11","Exact",55.53582764,-4.655826092,"U",121,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-11-11,"11","11"
"M530/17","Cetacean","Harbour porpoise","Single",530,"Phocoena phocoena","Harbour porpoise","2017-11-15","Exact",55.53313446,-4.655649185,"M",152,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-11-15,"11","15"
"M545/17","Cetacean","Harbour porpoise","Single",545,"Phocoena phocoena","Harbour porpoise","2017-11-21","Exact",59.35499954,-2.889872551,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-11-21,"11","21"
"M550/17","Cetacean","Harbour porpoise","Single",550,"Phocoena phocoena","Harbour porpoise","2017-11-25","Exact",55.52609253,-4.648835659,"F",151,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-11-25,"11","25"
"M573/17","Cetacean","Harbour porpoise","Single",573,"Phocoena phocoena","Harbour porpoise","2017-12-03","Exact",57.14314651,-2.071026802,"M",151,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-12-03,"12","03"
"M577/17","Cetacean","Harbour porpoise","Single",577,"Phocoena phocoena","Harbour porpoise","2017-12-04","Exact",57.45287323,-6.594720364,"M",127,FALSE,"Slight decomposition (code 2b)","sampled","2017","Modern",2017-12-04,"12","04"
"M581/17","Cetacean","Harbour porpoise","Single",581,"Phocoena phocoena","Harbour porpoise","2017-12-04","Exact",56.77968597,-2.369805098,"U",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2017","Modern",2017-12-04,"12","04"
"M594/17","Cetacean","Harbour porpoise","Single",594,"Phocoena phocoena","Harbour porpoise","2017-12-10","Exact",56.55152893,-2.592062473,"U",110,TRUE,"moderate decomposition (code 3)","not necropsied","2017","Modern",2017-12-10,"12","10"
"M605/17","Cetacean","Harbour porpoise","Single",605,"Phocoena phocoena","Harbour porpoise","2017-12-17","Exact",55.78987122,-4.909217358,"U",NA,FALSE,"indeterminate (code 5)","not necropsied","2017","Modern",2017-12-17,"12","17"
"M620/17","Cetacean","Harbour porpoise","Single",620,"Phocoena phocoena","Harbour porpoise","2017-12-20","Exact",55.47327805,-5.712098122,"U",162,FALSE,"advanced decomposition (code 4)","not necropsied","2017","Modern",2017-12-20,"12","20"
"M622/17","Cetacean","Harbour porpoise","Single",622,"Phocoena phocoena","Harbour porpoise","2017-12-20","Exact",55.94926453,-4.858688354,"F",105,FALSE,"Slight decomposition (code 2b)","necropsied","2017","Modern",2017-12-20,"12","20"
"M636/17","Cetacean","Harbour porpoise","Single",636,"Phocoena phocoena","Harbour porpoise","2017-12-31","Exact",57.25724411,-2.033115625,"F",120,FALSE,"moderate decomposition (code 3)","sampled","2017","Modern",2017-12-31,"12","31"
"M13/18","Cetacean","Harbour porpoise","Single",13,"Phocoena phocoena","Harbour porpoise","2018-01-04","Exact",55.12339401,-4.997014046,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-01-04,"01","04"
"M14/18","Cetacean","Harbour porpoise","Single",14,"Phocoena phocoena","Harbour porpoise","2018-01-07","Exact",55.57611465,-4.663301468,"M",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-01-07,"01","07"
"M29/18","Cetacean","Harbour porpoise","Single",29,"Phocoena phocoena","Harbour porpoise","2018-01-11","Exact",57.86917114,-4.012773514,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-01-11,"01","11"
"M71/18","Cetacean","Harbour porpoise","Single",71,"Phocoena phocoena","Harbour porpoise","2018-01-28","Exact",55.30852127,-5.628893375,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-01-28,"01","28"
"M78/18","Cetacean","Harbour porpoise","Single",78,"Phocoena phocoena","Harbour porpoise","2018-01-30","Exact",55.78725433,-4.867539883,"M",155,FALSE,"Slight decomposition (code 2b)","sampled","2018","Modern",2018-01-30,"01","30"
"M77/18","Cetacean","Harbour porpoise","Single",77,"Phocoena phocoena","Harbour porpoise","2018-01-31","Exact",56.48991776,-5.411101818,"M",102,FALSE,"freshly dead (code 2a)","necropsied","2018","Modern",2018-01-31,"01","31"
"M98/18","Cetacean","Harbour porpoise","Single",98,"Phocoena phocoena","Harbour porpoise","2018-02-13","Exact",57.09643173,-2.075884104,"M",NA,FALSE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-02-13,"02","13"
"M101/18","Cetacean","Harbour porpoise","Single",101,"Phocoena phocoena","Harbour porpoise","2018-02-16","Exact",56.19585419,-2.87664938,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-02-16,"02","16"
"M99/18","Cetacean","Harbour porpoise","Single",99,"Phocoena phocoena","Harbour porpoise","2018-02-16","Exact",55.65796661,-5.670735836,"F",148,FALSE,"freshly dead (code 2a)","necropsied","2018","Modern",2018-02-16,"02","16"
"M120/18","Cetacean","Harbour porpoise","Single",120,"Phocoena phocoena","Harbour porpoise","2018-02-17","Exact",55.86732483,-5.193193436,"F",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-02-17,"02","17"
"M103/18","Cetacean","Harbour porpoise","Single",103,"Phocoena phocoena","Harbour porpoise","2018-02-17","Exact",54.87921524,-3.667723656,"M",120,FALSE,"freshly dead (code 2a)","sampled","2018","Modern",2018-02-17,"02","17"
"M105/18","Cetacean","Harbour porpoise","Single",105,"Phocoena phocoena","Harbour porpoise","2018-02-17","Exact",56.03817749,-3.32731843,"M",142,FALSE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-02-17,"02","17"
"M107/18","Cetacean","Harbour porpoise","Single",107,"Phocoena phocoena","Harbour porpoise","2018-02-18","Exact",55.62973404,-4.759093761,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-02-18,"02","18"
"M112/18","Cetacean","Harbour porpoise","Single",112,"Phocoena phocoena","Harbour porpoise","2018-02-20","Exact",56.49190521,-6.861448765,"U",120,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-02-20,"02","20"
"M117/18","Cetacean","Harbour porpoise","Single",117,"Phocoena phocoena","Harbour porpoise","2018-02-21","Exact",55.67377853,-6.265812397,"U",NA,FALSE,"unknown","not necropsied","2018","Modern",2018-02-21,"02","21"
"M119/18","Cetacean","Harbour porpoise","Single",119,"Phocoena phocoena","Harbour porpoise","2018-02-22","Exact",56.64893723,-2.507155895,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-02-22,"02","22"
"M122/18","Cetacean","Harbour porpoise","Single",122,"Phocoena phocoena","Harbour porpoise","2018-02-24","Exact",55.75815201,-5.031210423,"M",165,FALSE,"Slight decomposition (code 2b)","sampled","2018","Modern",2018-02-24,"02","24"
"M123/18","Cetacean","Harbour porpoise","Single",123,"Phocoena phocoena","Harbour porpoise","2018-02-25","Exact",55.73284531,-4.887453079,"F",159,FALSE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-02-25,"02","25"
"M127/18","Cetacean","Harbour porpoise","Single",127,"Phocoena phocoena","Harbour porpoise","2018-02-25","Exact",55.49753571,-5.712801933,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-02-25,"02","25"
"M132/18","Cetacean","Harbour porpoise","Single",132,"Phocoena phocoena","Harbour porpoise","2018-02-26","Exact",56.06489563,-3.174028397,"U",NA,FALSE,"Slight decomposition (code 2b)","not necropsied","2018","Modern",2018-02-26,"02","26"
"M137/18","Cetacean","Harbour porpoise","Single",137,"Phocoena phocoena","Harbour porpoise","2018-02-28","Exact",56.82843018,-2.28016758,"M",150,FALSE,"Slight decomposition (code 2b)","not necropsied","2018","Modern",2018-02-28,"02","28"
"M138/18","Cetacean","Harbour porpoise","Single",138,"Phocoena phocoena","Harbour porpoise","2018-02-28","Exact",56.70304489,-2.453982353,"U",152,TRUE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-02-28,"02","28"
"M151/18","Cetacean","Harbour porpoise","Single",151,"Phocoena phocoena","Harbour porpoise","2018-03-06","Exact",57.32192612,-1.975056767,"U",110,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-06,"03","06"
"M145/18","Cetacean","Harbour porpoise","Single",145,"Phocoena phocoena","Harbour porpoise","2018-03-06","Exact",56.0510788,-3.297249079,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-06,"03","06"
"M152/18","Cetacean","Harbour porpoise","Single",152,"Phocoena phocoena","Harbour porpoise","2018-03-06","Exact",57.32012939,-1.976720214,"U",110,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-03-06,"03","06"
"M144/18","Cetacean","Harbour porpoise","Single",144,"Phocoena phocoena","Harbour porpoise","2018-03-06","Exact",57.63786697,-5.791420937,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-03-06,"03","06"
"M147/18","Cetacean","Harbour porpoise","Single",147,"Phocoena phocoena","Harbour porpoise","2018-03-07","Exact",56.65163422,-2.507185936,"U",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2018","Modern",2018-03-07,"03","07"
"M150/18","Cetacean","Harbour porpoise","Single",150,"Phocoena phocoena","Harbour porpoise","2018-03-07","Exact",57.61465073,-1.827566743,"U",150,TRUE,"moderate-advanced decomposition (code 3-4)","not necropsied","2018","Modern",2018-03-07,"03","07"
"M149/18","Cetacean","Harbour porpoise","Single",149,"Phocoena phocoena","Harbour porpoise","2018-03-07","Exact",56.5206871,-2.651706457,"F",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-07,"03","07"
"M148/18","Cetacean","Harbour porpoise","Single",148,"Phocoena phocoena","Harbour porpoise","2018-03-07","Exact",57.1521225,-2.077656269,"F",112,FALSE,"moderate decomposition (code 3)","necropsied","2018","Modern",2018-03-07,"03","07"
"M157/18","Cetacean","Harbour porpoise","Single",157,"Phocoena phocoena","Harbour porpoise","2018-03-09","Exact",56.81851196,-2.296472549,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-09,"03","09"
"M159/18","Cetacean","Harbour porpoise","Single",159,"Phocoena phocoena","Harbour porpoise","2018-03-11","Exact",58.00452805,-3.856212378,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-03-11,"03","11"
"M155/18","Cetacean","Harbour porpoise","Single",155,"Phocoena phocoena","Harbour porpoise","2018-03-11","Exact",57.59114456,-3.863543749,"F",130,FALSE,"moderate-advanced decomposition (code 3-4)","sampled","2018","Modern",2018-03-11,"03","11"
"M182/18","Cetacean","Harbour porpoise","Single",182,"Phocoena phocoena","Harbour porpoise","2018-03-12","Exact",56.81214142,-5.122394562,"F",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2018","Modern",2018-03-12,"03","12"
"M160/18","Cetacean","Harbour porpoise","Single",160,"Phocoena phocoena","Harbour porpoise","2018-03-14","Exact",58.00642395,-3.849540472,"F",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-14,"03","14"
"M276/18","Cetacean","Harbour porpoise","Single",276,"Phocoena phocoena","Harbour porpoise","2018-03-14","Exact",56.83023453,-2.276899099,"U",NA,FALSE,"Slight decomposition (code 2b)","not necropsied","2018","Modern",2018-03-14,"03","14"
"M164/18","Cetacean","Harbour porpoise","Single",164,"Phocoena phocoena","Harbour porpoise","2018-03-16","Exact",56.76878357,-2.40895915,"U",123,FALSE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-03-16,"03","16"
"M163/18","Cetacean","Harbour porpoise","Single",163,"Phocoena phocoena","Harbour porpoise","2018-03-16","Exact",58.92565155,-3.128921747,"M",138,TRUE,"Slight decomposition (code 2b)","necropsied","2018","Modern",2018-03-16,"03","16"
"M167/18","Cetacean","Harbour porpoise","Single",167,"Phocoena phocoena","Harbour porpoise","2018-03-16","Exact",56.96332932,-2.207172394,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-16,"03","16"
"M165/18","Cetacean","Harbour porpoise","Single",165,"Phocoena phocoena","Harbour porpoise","2018-03-17","Exact",57.70023346,-3.496613741,"M",143,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-17,"03","17"
"M169/18","Cetacean","Harbour porpoise","Single",169,"Phocoena phocoena","Harbour porpoise","2018-03-18","Exact",56.30150223,-2.643134594,"M",138,FALSE,"Slight decomposition (code 2b)","necropsied","2018","Modern",2018-03-18,"03","18"
"M168/18","Cetacean","Harbour porpoise","Single",168,"Phocoena phocoena","Harbour porpoise","2018-03-19","Exact",57.94941711,-3.995305538,"F",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-19,"03","19"
"M172/18","Cetacean","Harbour porpoise","Single",172,"Phocoena phocoena","Harbour porpoise","2018-03-19","Exact",57.88623047,-4.013726711,"M",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-19,"03","19"
"M176/18","Cetacean","Harbour porpoise","Single",176,"Phocoena phocoena","Harbour porpoise","2018-03-20","Exact",57.97621536,-3.947757483,"U",150,TRUE,"advanced decomposition (code 4)","not necropsied","2018","Modern",2018-03-20,"03","20"
"M174/18","Cetacean","Harbour porpoise","Single",174,"Phocoena phocoena","Harbour porpoise","2018-03-20","Exact",57.51742935,-4.148661137,"M",145,FALSE,"moderate decomposition (code 3)","necropsied","2018","Modern",2018-03-20,"03","20"
"M175/18","Cetacean","Harbour porpoise","Single",175,"Phocoena phocoena","Harbour porpoise","2018-03-21","Exact",55.96022797,-2.395587921,"F",149,FALSE,"freshly dead (code 2a)","necropsied","2018","Modern",2018-03-21,"03","21"
"M185/18","Cetacean","Harbour porpoise","Single",185,"Phocoena phocoena","Harbour porpoise","2018-03-23","Exact",55.75270081,-4.922395706,"F",101,FALSE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-03-23,"03","23"
"M184/18","Cetacean","Harbour porpoise","Single",184,"Phocoena phocoena","Harbour porpoise","2018-03-23","Exact",56.25557327,-4.944481373,"M",94,TRUE,"freshly dead (code 2a)","necropsied","2018","Modern",2018-03-23,"03","23"
"M187/18","Cetacean","Harbour porpoise","Single",187,"Phocoena phocoena","Harbour porpoise","2018-03-24","Exact",57.47671509,-7.377698898,"M",137,FALSE,"Slight decomposition (code 2b)","sampled","2018","Modern",2018-03-24,"03","24"
"M188/18","Cetacean","Harbour porpoise","Single",188,"Phocoena phocoena","Harbour porpoise","2018-03-26","Exact",56.16584396,-3.038614035,"M",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2018","Modern",2018-03-26,"03","26"
"M194/18","Cetacean","Harbour porpoise","Single",194,"Phocoena phocoena","Harbour porpoise","2018-03-28","Exact",54.83465958,-5.10953331,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-28,"03","28"
"M193.2/18","Cetacean","Harbour porpoise","Multiple",193,"Phocoena phocoena","Harbour porpoise","2018-03-28","Exact",57.57810593,-4.120445728,"U",NA,FALSE,"alive- refloated (code 1)","not necropsied","2018","Modern",2018-03-28,"03","28"
"M193.1/18","Cetacean","Harbour porpoise","Multiple",193,"Phocoena phocoena","Harbour porpoise","2018-03-28","Exact",57.57814026,-4.118786335,"F",117,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2018","Modern",2018-03-28,"03","28"
"M195/18","Cetacean","Harbour porpoise","Single",195,"Phocoena phocoena","Harbour porpoise","2018-03-30","Exact",55.99931335,-3.34842062,"U",NA,FALSE,"Slight decomposition (code 2b)","not necropsied","2018","Modern",2018-03-30,"03","30"
"M204/18","Cetacean","Harbour porpoise","Single",204,"Phocoena phocoena","Harbour porpoise","2018-03-31","Exact",59.27906418,-2.959847212,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-03-31,"03","31"
"M200/18","Cetacean","Harbour porpoise","Single",200,"Phocoena phocoena","Harbour porpoise","2018-03-31","Exact",60.25052643,-1.297227144,"U",140,FALSE,"Slight decomposition (code 2b)","not necropsied","2018","Modern",2018-03-31,"03","31"
"M198/18","Cetacean","Harbour porpoise","Single",198,"Phocoena phocoena","Harbour porpoise","2018-04-01","Exact",57.57491302,-4.096858025,"U",110,TRUE,"Slight decomposition (code 2b)","not necropsied","2018","Modern",2018-04-01,"04","01"
"M219/18","Cetacean","Harbour porpoise","Single",219,"Phocoena phocoena","Harbour porpoise","2018-04-01","Exact",56.28286743,-2.597584248,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2018","Modern",2018-04-01,"04","01"
"M201/18","Cetacean","Harbour porpoise","Single",201,"Phocoena phocoena","Harbour porpoise","2018-04-02","Exact",56.07304382,-3.16785264,"F",123,TRUE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-04-02,"04","02"
"M203/18","Cetacean","Harbour porpoise","Single",203,"Phocoena phocoena","Harbour porpoise","2018-04-02","Exact",57.17278671,-2.079344511,"M",113,FALSE,"moderate decomposition (code 3)","sampled","2018","Modern",2018-04-02,"04","02"
