mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year,Source
M118/00,Cetacean,Harbour porpoise,Single,118,Phocoena phocoena,Harbour porpoise,2000-07-04,Exact,60.15197754,-1.045366049,M,134,TRUE,advanced decomposition (code 4),not necropsied,2000,Modern
M120/00,Cetacean,Harbour porpoise,Single,120,Phocoena phocoena,Harbour porpoise,2000-07-06,Exact,57.75399017,-3.908887148,M,125,FALSE,advanced decomposition (code 4),necropsied,2000,Modern
M128/00,Cetacean,Harbour porpoise,Single,128,Phocoena phocoena,Harbour porpoise,2000-07-17,Exact,57.66482925,-3.527003288,U,100,TRUE,unknown,not necropsied,2000,Modern
M132/00,Cetacean,Harbour porpoise,Single,132,Phocoena phocoena,Harbour porpoise,2000-07-19,Exact,60.27931595,-1.151949525,F,148,FALSE,moderate decomposition (code 3),necropsied,2000,Modern
M157/00,Cetacean,Harbour porpoise,Single,157,Phocoena phocoena,Harbour porpoise,2000-08-09,Exact,57.39377594,-7.402170181,M,126,TRUE,advanced decomposition (code 4),sampled,2000,Modern
M148/00,Cetacean,Harbour porpoise,Single,148,Phocoena phocoena,Harbour porpoise,2000-08-09,Exact,56.00139236,-4.897826195,F,128,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M177/00,Cetacean,Harbour porpoise,Single,177,Phocoena phocoena,Harbour porpoise,2000-08-10,Exact,59.0466156,-2.805208683,U,NA,TRUE,unknown,not necropsied,2000,Modern
M161/00,Cetacean,Harbour porpoise,Single,161,Phocoena phocoena,Harbour porpoise,2000-08-12,Exact,57.08899307,-7.289886475,U,135,TRUE,advanced decomposition (code 4),sampled,2000,Modern
M164/00,Cetacean,Harbour porpoise,Single,164,Phocoena phocoena,Harbour porpoise,2000-08-28,Exact,56.74625397,-2.429983139,M,140,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M168/00,Cetacean,Harbour porpoise,Single,168,Phocoena phocoena,Harbour porpoise,2000-09-05,Exact,56.66244125,-2.499167442,M,146,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M176/00,Cetacean,Harbour porpoise,Single,176,Phocoena phocoena,Harbour porpoise,2000-09-23,Exact,56.71474075,-2.447594166,U,NA,TRUE,unknown,not necropsied,2000,Modern
M184/00,Cetacean,Harbour porpoise,Single,184,Phocoena phocoena,Harbour porpoise,2000-09-26,Exact,56.97052383,-2.203921795,U,100,TRUE,moderate decomposition (code 3),not necropsied,2000,Modern
M183/00,Cetacean,Harbour porpoise,Single,183,Phocoena phocoena,Harbour porpoise,2000-09-26,Exact,57.74845123,-3.918684959,F,103,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M186/00,Cetacean,Harbour porpoise,Single,186,Phocoena phocoena,Harbour porpoise,2000-09-28,Exact,58.0054512,-3.854572296,U,130,TRUE,Slight decomposition (code 2b),not necropsied,2000,Modern
M206/00,Cetacean,Harbour porpoise,Single,206,Phocoena phocoena,Harbour porpoise,2000-11-08,Exact,57.69666672,-2.800194502,U,110,TRUE,advanced decomposition (code 4),not necropsied,2000,Modern
M210/00,Cetacean,Harbour porpoise,Single,210,Phocoena phocoena,Harbour porpoise,2000-11-16,Exact,58.53420639,-3.109443903,U,150,TRUE,unknown,not necropsied,2000,Modern
M216/00,Cetacean,Harbour porpoise,Single,216,Phocoena phocoena,Harbour porpoise,2000-11-27,Exact,56.96782303,-2.203913689,M,144,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M226/00,Cetacean,Harbour porpoise,Single,226,Phocoena phocoena,Harbour porpoise,2000-12-21,Exact,54.93018723,-4.993555546,F,120,FALSE,moderate decomposition (code 3),necropsied,2000,Modern
M229/00,Cetacean,Harbour porpoise,Single,229,Phocoena phocoena,Harbour porpoise,2000-12-23,Exact,57.44421005,-7.401294708,M,135,TRUE,advanced decomposition (code 4),sampled,2000,Modern
M1/01,Cetacean,Harbour porpoise,Single,1,Phocoena phocoena,Harbour porpoise,2001-01-05,Exact,60.15699768,-1.122683764,M,102,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M4/01,Cetacean,Harbour porpoise,Single,4,Phocoena phocoena,Harbour porpoise,2001-01-18,Exact,56.64085388,-2.507032633,F,148,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M5/01,Cetacean,Harbour porpoise,Single,5,Phocoena phocoena,Harbour porpoise,2001-01-22,Exact,60.19661331,-1.289361596,M,144,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M6/01,Cetacean,Harbour porpoise,Single,6,Phocoena phocoena,Harbour porpoise,2001-01-24,Exact,57.50320816,-1.789703012,F,117,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M8/01,Cetacean,Harbour porpoise,Single,8,Phocoena phocoena,Harbour porpoise,2001-01-25,Exact,55.94955826,-4.92279911,F,129,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M10/01,Cetacean,Harbour porpoise,Single,10,Phocoena phocoena,Harbour porpoise,2001-01-28,Exact,56.30241776,-2.6415236,F,125,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M18/01,Cetacean,Harbour porpoise,Single,18,Phocoena phocoena,Harbour porpoise,2001-02-13,Exact,55.7751236,-5.107494831,U,120,TRUE,advanced decomposition (code 4),not necropsied,2001,Modern
M185/01,Cetacean,Harbour porpoise,Single,185,Phocoena phocoena,Harbour porpoise,2001-02-17,Exact,59.09871292,-3.345841169,U,160,FALSE,Slight decomposition (code 2b),not necropsied,2001,Modern
M21/01,Cetacean,Harbour porpoise,Single,21,Phocoena phocoena,Harbour porpoise,2001-02-19,Exact,56.03639603,-3.693218231,U,140,TRUE,alive- refloated (code 1),not necropsied,2001,Modern
M22/01,Cetacean,Harbour porpoise,Single,22,Phocoena phocoena,Harbour porpoise,2001-02-25,Exact,57.71087265,-3.431586742,M,130,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M24/01,Cetacean,Harbour porpoise,Single,24,Phocoena phocoena,Harbour porpoise,2001-03-07,Exact,58.20584106,-6.308377743,M,137,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M25/01,Cetacean,Harbour porpoise,Single,25,Phocoena phocoena,Harbour porpoise,2001-03-08,Exact,56.49610138,-2.711385727,F,114,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M28/01,Cetacean,Harbour porpoise,Single,28,Phocoena phocoena,Harbour porpoise,2001-03-11,Exact,57.25455093,-2.038084507,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2001,Modern
M27/01,Cetacean,Harbour porpoise,Single,27,Phocoena phocoena,Harbour porpoise,2001-03-14,Exact,58.20630264,-6.294799805,F,126,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M30/01,Cetacean,Harbour porpoise,Single,30,Phocoena phocoena,Harbour porpoise,2001-03-20,Exact,55.9896698,-4.701314926,F,155,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M181/01,Cetacean,Harbour porpoise,Single,181,Phocoena phocoena,Harbour porpoise,2001-03-21,Exact,58.92394257,-2.74329567,U,122,TRUE,unknown,not necropsied,2001,Modern
M37/01,Cetacean,Harbour porpoise,Single,37,Phocoena phocoena,Harbour porpoise,2001-03-27,Exact,56.63817215,-2.502119064,U,120,TRUE,unknown,not necropsied,2001,Modern
M31/01,Cetacean,Harbour porpoise,Single,31,Phocoena phocoena,Harbour porpoise,2001-03-30,Exact,57.15841293,-2.077665567,M,112,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M34/01,Cetacean,Harbour porpoise,Single,34,Phocoena phocoena,Harbour porpoise,2001-04-08,Exact,57.64234924,-3.601451397,M,109,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M38/01,Cetacean,Harbour porpoise,Single,38,Phocoena phocoena,Harbour porpoise,2001-04-09,Exact,56.64715576,-2.502229452,M,124,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M35/01,Cetacean,Harbour porpoise,Single,35,Phocoena phocoena,Harbour porpoise,2001-04-09,Exact,56.29611969,-5.64928484,F,163,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M36/01,Cetacean,Harbour porpoise,Single,36,Phocoena phocoena,Harbour porpoise,2001-04-10,Exact,57.24248505,-5.90161705,F,104,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M39/01,Cetacean,Harbour porpoise,Single,39,Phocoena phocoena,Harbour porpoise,2001-04-11,Exact,57.69413376,-2.610579491,F,115,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M40/01,Cetacean,Harbour porpoise,Single,40,Phocoena phocoena,Harbour porpoise,2001-04-14,Exact,57.87995148,-4.013381004,M,107,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M43/01,Cetacean,Harbour porpoise,Single,43,Phocoena phocoena,Harbour porpoise,2001-04-17,Exact,57.67992401,-2.325266123,M,118,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M45/01,Cetacean,Harbour porpoise,Single,45,Phocoena phocoena,Harbour porpoise,2001-04-19,Exact,57.694664,-2.833699465,F,121,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M46/01,Cetacean,Harbour porpoise,Single,46,Phocoena phocoena,Harbour porpoise,2001-04-20,Exact,57.75024796,-3.918781519,M,153,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M47/01,Cetacean,Harbour porpoise,Single,47,Phocoena phocoena,Harbour porpoise,2001-04-21,Exact,57.15571594,-2.077649832,M,114,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M48/01,Cetacean,Harbour porpoise,Single,48,Phocoena phocoena,Harbour porpoise,2001-04-21,Exact,57.15571594,-2.077649832,M,104,FALSE,moderate-advanced decomposition (code 3-4),necropsied,2001,Modern
M49/01,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,2001-04-24,Exact,57.24646378,-2.041383028,M,110,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M51/01,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,2001-04-26,Exact,55.88470078,-4.965891838,M,129,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M55/01,Cetacean,Harbour porpoise,Single,55,Phocoena phocoena,Harbour porpoise,2001-05-04,Exact,57.88021469,-3.996533394,M,103,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M58/01,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,2001-05-09,Exact,57.49967194,-4.239413738,M,110,FALSE,advanced decomposition (code 4),necropsied,2001,Modern
M57/01,Cetacean,Harbour porpoise,Single,57,Phocoena phocoena,Harbour porpoise,2001-05-10,Exact,57.19704819,-2.069473028,M,151,FALSE,advanced decomposition (code 4),necropsied,2001,Modern
M63/01,Cetacean,Harbour porpoise,Single,63,Phocoena phocoena,Harbour porpoise,2001-05-17,Exact,56.85020447,-5.319160938,F,110,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M59/01,Cetacean,Harbour porpoise,Single,59,Phocoena phocoena,Harbour porpoise,2001-05-18,Exact,56.64714813,-2.503863096,F,110,FALSE,advanced decomposition (code 4),necropsied,2001,Modern
M66/01,Cetacean,Harbour porpoise,Single,66,Phocoena phocoena,Harbour porpoise,2001-05-19,Exact,57.7466507,-3.918589115,U,120,TRUE,advanced decomposition (code 4),not necropsied,2001,Modern
M68/01,Cetacean,Harbour porpoise,Single,68,Phocoena phocoena,Harbour porpoise,2001-05-23,Exact,57.25318527,-5.90441227,U,NA,TRUE,unknown,not necropsied,2001,Modern
M77/01,Cetacean,Harbour porpoise,Single,77,Phocoena phocoena,Harbour porpoise,2001-06-12,Exact,55.96471024,-2.398839474,F,NA,FALSE,advanced decomposition (code 4),necropsied,2001,Modern
M127/01,Cetacean,Harbour porpoise,Single,127,Phocoena phocoena,Harbour porpoise,2001-06-13,Exact,56.33658981,-6.214914322,M,112,TRUE,advanced decomposition (code 4),sampled,2001,Modern
M80/01,Cetacean,Harbour porpoise,Single,80,Phocoena phocoena,Harbour porpoise,2001-06-18,Exact,56.33397675,-2.7779212,F,79,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M82/01,Cetacean,Harbour porpoise,Single,82,Phocoena phocoena,Harbour porpoise,2001-06-21,Exact,57.15571594,-2.076010227,F,78,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M83/01,Cetacean,Harbour porpoise,Single,83,Phocoena phocoena,Harbour porpoise,2001-06-22,Exact,56.20442581,-4.745419979,F,110,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M86/01,Cetacean,Harbour porpoise,Single,86,Phocoena phocoena,Harbour porpoise,2001-06-29,Exact,57.25724411,-2.034775972,U,NA,TRUE,unknown,not necropsied,2001,Modern
M91/01,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,2001-07-07,Exact,56.3741951,-2.811115026,M,84,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M90/01,Cetacean,Harbour porpoise,Single,90,Phocoena phocoena,Harbour porpoise,2001-07-09,Exact,56.18504333,-4.768207073,F,116,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M93/01,Cetacean,Harbour porpoise,Single,93,Phocoena phocoena,Harbour porpoise,2001-07-10,Exact,57.27251053,-5.742132664,U,NA,TRUE,indeterminate (code 5),not necropsied,2001,Modern
M100/01,Cetacean,Harbour porpoise,Single,100,Phocoena phocoena,Harbour porpoise,2001-07-18,Exact,57.71081543,-3.268776178,F,164,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M104/01,Cetacean,Harbour porpoise,Single,104,Phocoena phocoena,Harbour porpoise,2001-07-21,Exact,57.69644547,-2.127456903,U,140,TRUE,unknown,not necropsied,2001,Modern
M105/01,Cetacean,Harbour porpoise,Single,105,Phocoena phocoena,Harbour porpoise,2001-07-23,Exact,57.24375534,-5.860288143,M,157,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M108/01,Cetacean,Harbour porpoise,Single,108,Phocoena phocoena,Harbour porpoise,2001-07-24,Exact,58.59625626,-3.379840374,U,NA,TRUE,unknown,not necropsied,2001,Modern
M111/01,Cetacean,Harbour porpoise,Single,111,Phocoena phocoena,Harbour porpoise,2001-07-29,Exact,54.89587021,-4.392037868,F,164,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M113/01,Cetacean,Harbour porpoise,Single,113,Phocoena phocoena,Harbour porpoise,2001-08-03,Exact,57.70433807,-2.864132643,M,104,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M118/01,Cetacean,Harbour porpoise,Single,118,Phocoena phocoena,Harbour porpoise,2001-08-05,Exact,58.0954895,-7.10367918,F,145,TRUE,unknown,sampled,2001,Modern
M117/01,Cetacean,Harbour porpoise,Single,117,Phocoena phocoena,Harbour porpoise,2001-08-07,Exact,55.8416214,-4.887526512,M,139,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M120/01,Cetacean,Harbour porpoise,Single,120,Phocoena phocoena,Harbour porpoise,2001-08-17,Exact,57.67747498,-2.975841999,F,119,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M121/01,Cetacean,Harbour porpoise,Single,121,Phocoena phocoena,Harbour porpoise,2001-08-19,Exact,56.63637543,-2.502093792,F,140,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M123/01,Cetacean,Harbour porpoise,Single,123,Phocoena phocoena,Harbour porpoise,2001-08-22,Exact,56.49882126,-2.706564903,M,147,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M135/01,Cetacean,Harbour porpoise,Single,135,Phocoena phocoena,Harbour porpoise,2001-09-14,Exact,55.73838425,-5.596999168,F,168,FALSE,freshly dead- died on beach (code 2a),necropsied,2001,Modern
M136/01,Cetacean,Harbour porpoise,Single,136,Phocoena phocoena,Harbour porpoise,2001-09-15,Exact,57.69672394,-3.489756584,F,137,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M164/01,Cetacean,Harbour porpoise,Single,164,Phocoena phocoena,Harbour porpoise,2001-10-25,Exact,58.92474747,-3.128901005,M,154,TRUE,moderate decomposition (code 3),not necropsied,2001,Modern
M147/01,Cetacean,Harbour porpoise,Single,147,Phocoena phocoena,Harbour porpoise,2001-11-01,Exact,57.90540695,-3.994559288,M,154,FALSE,moderate decomposition (code 3),necropsied,2001,Modern
M154/01,Cetacean,Harbour porpoise,Single,154,Phocoena phocoena,Harbour porpoise,2001-11-04,Exact,57.30116653,-7.400190353,U,120,TRUE,advanced decomposition (code 4),sampled,2001,Modern
M161/01,Cetacean,Harbour porpoise,Single,161,Phocoena phocoena,Harbour porpoise,2001-11-22,Exact,55.99739456,-4.717887402,F,149,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M174/01,Cetacean,Harbour porpoise,Single,174,Phocoena phocoena,Harbour porpoise,2001-12-09,Exact,56.66333771,-2.499188662,M,143,FALSE,Slight decomposition (code 2b),necropsied,2001,Modern
M4/02,Cetacean,Harbour porpoise,Single,4,Phocoena phocoena,Harbour porpoise,2002-01-05,Exact,57.47961044,-7.373113155,M,112,TRUE,moderate decomposition (code 3),sampled,2002,Modern
M2/02,Cetacean,Harbour porpoise,Single,2,Phocoena phocoena,Harbour porpoise,2002-01-06,Exact,57.69952393,-2.909314871,F,106,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M3/02,Cetacean,Harbour porpoise,Single,3,Phocoena phocoena,Harbour porpoise,2002-01-07,Exact,55.78461075,-6.311451912,M,154,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M13/02,Cetacean,Harbour porpoise,Single,13,Phocoena phocoena,Harbour porpoise,2002-01-28,Exact,56.03459167,-3.484477758,U,150,TRUE,advanced decomposition (code 4),not necropsied,2002,Modern
M15/02,Cetacean,Harbour porpoise,Single,15,Phocoena phocoena,Harbour porpoise,2002-01-29,Exact,56.03802872,-4.868459225,M,104,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M18/02,Cetacean,Harbour porpoise,Single,18,Phocoena phocoena,Harbour porpoise,2002-02-06,Exact,56.19853592,-2.87831974,M,144,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M29/02,Cetacean,Harbour porpoise,Single,29,Phocoena phocoena,Harbour porpoise,2002-02-10,Exact,57.46209335,-7.403933525,U,120,TRUE,unknown,not necropsied,2002,Modern
M38/02,Cetacean,Harbour porpoise,Single,38,Phocoena phocoena,Harbour porpoise,2002-02-17,Exact,59.09871292,-3.345841169,U,160,TRUE,unknown,not necropsied,2002,Modern
M42/02,Cetacean,Harbour porpoise,Single,42,Phocoena phocoena,Harbour porpoise,2002-02-24,Exact,55.70699692,-6.293329716,U,150,TRUE,moderate decomposition (code 3),not necropsied,2002,Modern
M32/02,Cetacean,Harbour porpoise,Single,32,Phocoena phocoena,Harbour porpoise,2002-03-01,Exact,57.52637482,-7.395065784,M,151,TRUE,advanced decomposition (code 4),not necropsied,2002,Modern
M27/02,Cetacean,Harbour porpoise,Single,27,Phocoena phocoena,Harbour porpoise,2002-03-01,Exact,54.92659378,-4.993283272,F,133,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
M36/02,Cetacean,Harbour porpoise,Single,36,Phocoena phocoena,Harbour porpoise,2002-03-07,Exact,57.47954559,-7.374772072,F,124,TRUE,advanced decomposition (code 4),sampled,2002,Modern
M35/02,Cetacean,Harbour porpoise,Single,35,Phocoena phocoena,Harbour porpoise,2002-03-09,Exact,59.97555542,-1.260057569,F,97,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M44/02,Cetacean,Harbour porpoise,Single,44,Phocoena phocoena,Harbour porpoise,2002-03-15,Exact,57.19614792,-2.067804575,U,120,TRUE,moderate decomposition (code 3),not necropsied,2002,Modern
M37/02,Cetacean,Harbour porpoise,Single,37,Phocoena phocoena,Harbour porpoise,2002-03-16,Exact,57.25724411,-2.036437035,U,150,TRUE,advanced decomposition (code 4),sampled,2002,Modern
M45/02,Cetacean,Harbour porpoise,Single,45,Phocoena phocoena,Harbour porpoise,2002-03-17,Exact,57.20153809,-2.064518452,U,124,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M46/02,Cetacean,Harbour porpoise,Single,46,Phocoena phocoena,Harbour porpoise,2002-03-20,Exact,57.19614792,-2.067804575,F,114,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M49/02,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,2002-04-02,Exact,57.67742157,-3.980342627,M,116,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M50/02,Cetacean,Harbour porpoise,Single,50,Phocoena phocoena,Harbour porpoise,2002-04-16,Exact,57.66869354,-3.062778711,M,151,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M55/02,Cetacean,Harbour porpoise,Single,55,Phocoena phocoena,Harbour porpoise,2002-04-23,Exact,57.3111496,-1.994980335,U,120,TRUE,moderate decomposition (code 3),not necropsied,2002,Modern
M61/02,Cetacean,Harbour porpoise,Single,61,Phocoena phocoena,Harbour porpoise,2002-05-09,Exact,56.02869034,-3.373525858,F,119,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M62/02,Cetacean,Harbour porpoise,Single,62,Phocoena phocoena,Harbour porpoise,2002-05-11,Exact,57.24556351,-2.039729834,F,108,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M64/02,Cetacean,Harbour porpoise,Single,64,Phocoena phocoena,Harbour porpoise,2002-05-12,Exact,57.39281845,-1.860220909,U,130,TRUE,unknown,not necropsied,2002,Modern
M66/02,Cetacean,Harbour porpoise,Single,66,Phocoena phocoena,Harbour porpoise,2002-05-12,Exact,56.63010025,-2.498747587,U,100,TRUE,unknown,not necropsied,2002,Modern
M71/02,Cetacean,Harbour porpoise,Single,71,Phocoena phocoena,Harbour porpoise,2002-05-23,Exact,57.25318527,-5.90441227,U,140,TRUE,advanced decomposition (code 4),not necropsied,2002,Modern
M70/02,Cetacean,Harbour porpoise,Single,70,Phocoena phocoena,Harbour porpoise,2002-05-25,Exact,57.65964508,-1.906117797,M,128,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M72/02,Cetacean,Harbour porpoise,Single,72,Phocoena phocoena,Harbour porpoise,2002-05-27,Exact,57.32371521,-1.970065832,F,76,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M73/02,Cetacean,Harbour porpoise,Single,73,Phocoena phocoena,Harbour porpoise,2002-05-29,Exact,60.18654251,-1.437434912,M,139,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M90/02,Cetacean,Harbour porpoise,Single,90,Phocoena phocoena,Harbour porpoise,2002-05-30,Exact,58.07448196,-3.737757206,U,120,TRUE,unknown,not necropsied,2002,Modern
M74/02,Cetacean,Harbour porpoise,Single,74,Phocoena phocoena,Harbour porpoise,2002-05-30,Exact,57.25185394,-2.036428213,M,84,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M76/02,Cetacean,Harbour porpoise,Single,76,Phocoena phocoena,Harbour porpoise,2002-06-01,Exact,59.2859993,-3.205787659,F,155,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M687/02,Cetacean,Harbour porpoise,Single,687,Phocoena phocoena,Harbour porpoise,2002-06-01,Exact,58.96496582,-2.792865515,U,NA,TRUE,advanced decomposition (code 4),not necropsied,2002,Modern
M78/02,Cetacean,Harbour porpoise,Single,78,Phocoena phocoena,Harbour porpoise,2002-06-03,Exact,57.57720184,-4.066881657,U,130,TRUE,freshly dead- died on beach (code 2a),not necropsied,2002,Modern
M79/02,Cetacean,Harbour porpoise,Single,79,Phocoena phocoena,Harbour porpoise,2002-06-06,Exact,57.58697891,-3.901808739,M,143,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
M681/02,Cetacean,Harbour porpoise,Single,681,Phocoena phocoena,Harbour porpoise,2002-06-06,Exact,58.4767189,-5.086954117,U,75,TRUE,moderate decomposition (code 3),not necropsied,2002,Modern
M688/02,Cetacean,Harbour porpoise,Single,688,Phocoena phocoena,Harbour porpoise,2002-06-13,Exact,59.26732635,-2.485867023,U,86,TRUE,unknown,not necropsied,2002,Modern
M85/02,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,2002-06-14,Exact,60.1372757,-1.276245713,M,147,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
M91/02,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,2002-06-24,Exact,57.92863846,-4.002600193,U,100,TRUE,unknown,not necropsied,2002,Modern
M88/02,Cetacean,Harbour porpoise,Single,88,Phocoena phocoena,Harbour porpoise,2002-06-25,Exact,55.47520447,-4.632753372,F,164,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M89/02,Cetacean,Harbour porpoise,Single,89,Phocoena phocoena,Harbour porpoise,2002-06-26,Exact,55.46969223,-5.711770535,M,147,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M99/02,Cetacean,Harbour porpoise,Single,99,Phocoena phocoena,Harbour porpoise,2002-07-14,Exact,57.58636093,-7.506178856,U,NA,TRUE,indeterminate (code 5),sampled,2002,Modern
M101/02,Cetacean,Harbour porpoise,Single,101,Phocoena phocoena,Harbour porpoise,2002-07-15,Exact,57.05815125,-6.491272926,U,135,TRUE,indeterminate (code 5),sampled,2002,Modern
M108/02,Cetacean,Harbour porpoise,Single,108,Phocoena phocoena,Harbour porpoise,2002-07-27,Exact,56.46536255,-2.88122344,F,66,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M130/02,Cetacean,Harbour porpoise,Single,130,Phocoena phocoena,Harbour porpoise,2002-08-15,Exact,55.86190033,-5.088850498,F,120,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M155/02,Cetacean,Harbour porpoise,Single,155,Phocoena phocoena,Harbour porpoise,2002-08-20,Exact,56.54423523,-2.614704609,M,105,FALSE,advanced decomposition (code 4),necropsied,2002,Modern
M161/02,Cetacean,Harbour porpoise,Single,161,Phocoena phocoena,Harbour porpoise,2002-08-23,Exact,55.36694336,-4.772335052,U,140,TRUE,advanced decomposition (code 4),not necropsied,2002,Modern
M203/02,Cetacean,Harbour porpoise,Single,203,Phocoena phocoena,Harbour porpoise,2002-09-06,Exact,55.98613358,-4.896690845,F,150,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M205/02,Cetacean,Harbour porpoise,Single,205,Phocoena phocoena,Harbour porpoise,2002-09-08,Exact,56.05608368,-4.903550148,M,146,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M243/02,Cetacean,Harbour porpoise,Single,243,Phocoena phocoena,Harbour porpoise,2002-09-23,Exact,56.0594368,-2.711361408,F,160,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M257/02,Cetacean,Harbour porpoise,Single,257,Phocoena phocoena,Harbour porpoise,2002-09-27,Exact,55.68172455,-6.26985693,M,121,TRUE,advanced decomposition (code 4),sampled,2002,Modern
M299/02,Cetacean,Harbour porpoise,Single,299,Phocoena phocoena,Harbour porpoise,2002-10-07,Exact,55.98164749,-2.439079285,U,NA,TRUE,indeterminate (code 5),not necropsied,2002,Modern
M356/02,Cetacean,Harbour porpoise,Single,356,Phocoena phocoena,Harbour porpoise,2002-10-19,Exact,57.69040298,-2.929218054,M,115,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M441/02,Cetacean,Harbour porpoise,Single,441,Phocoena phocoena,Harbour porpoise,2002-11-10,Exact,54.85327911,-3.785043716,F,170,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
